legacyId,companyName,bCorp_ia_community_it_civic_engagement_giving,bCorp_ia_community_it_designed_to_give,bCorp_ia_community_ia_community_it_diversity_equity_inclusion,bCorp_ia_community_it_diversity_inclusion,bCorp_ia_community_it_economic_impact,bCorp_ia_community_it_job_creation,bCorp_ia_community_it_local_economic_development,bCorp_ia_community_it_local_involvement,bCorp_ia_community_it_microdistribution_poverty_alleviation,bCorp_ia_community_it_producer_cooperative,bCorp_ia_community_it_suppliers_distributors_product,bCorp_ia_community_it_supply_chain_management,bCorp_ia_community_it_supply_chain_poverty_alleviation,bCorp_ia_customers_it_arts_media_culture,bCorp_ia_customers_it_basic_services_for_the_underserved,bCorp_ia_customers_it_business_model_and_engagement,bCorp_ia_customers_it_capacity_building,bCorp_ia_customers_it_current_fund,bCorp_ia_customers_it_customer_stewardship,bCorp_ia_customers_it_economic_empowerment_for_the_underserved,bCorp_ia_customers_it_education,bCorp_ia_customers_it_educational_outcomes,bCorp_ia_customers_it_fund_governance,bCorp_ia_customers_it_health_wellness_improvement,bCorp_ia_customers_it_impact_improvement,bCorp_ia_customers_it_improved_impact,bCorp_ia_customers_it_infrastructure_market_access_building,bCorp_ia_customers_it_investment_criteria,bCorp_ia_customers_it_leadership_outreach,bCorp_ia_customers_it_mission_lock,bCorp_ia_customers_it_past_performance,bCorp_ia_customers_it_portfolio_management,bCorp_ia_customers_it_portfolio_reporting,bCorp_ia_customers_it_positive_impact,bCorp_ia_customers_it_privacy_and_consumer_protection,bCorp_ia_customers_it_quality_and_continuous_improvement,bCorp_ia_customers_it_serving_in_need_populations,bCorp_ia_customers_it_serving_underserved_populations_direct_,bCorp_ia_customers_it_support_for_underserved_purpose_driven_enterprises,bCorp_ia_customers_it_targeted_for_investment,bCorp_ia_environment_it_air_climate,bCorp_ia_environment_it_certification,bCorp_ia_environment_it_community,bCorp_ia_environment_it_designed_to_conserve_manufacturing_process,bCorp_ia_environment_it_environmental_education_information,bCorp_ia_environment_it_environmental_management,bCorp_ia_environment_it_environmentally_innovative_manufacturing_process,bCorp_ia_environment_it_environmentally_innovative_wholesale_process,bCorp_ia_environment_it_green_lending,bCorp_ia_environment_it_inputs,bCorp_ia_environment_it_land_life,bCorp_ia_environment_it_land_office_plant,bCorp_ia_environment_it_land_wildlife_conservation,bCorp_ia_environment_it_material_energy_use,bCorp_ia_environment_it_materials_codes,bCorp_ia_environment_it_outputs,bCorp_ia_environment_it_renewable_or_cleaner_burning_energy,bCorp_ia_environment_it_resource_conservation,bCorp_ia_environment_it_toxin_reduction_remediation,bCorp_ia_environment_it_training_collaboration,bCorp_ia_environment_it_transportation_distribution_suppliers,bCorp_ia_environment_it_water,bCorp_ia_workers_it_worker_benefits,bCorp_ia_workers_it_career_development,bCorp_ia_workers_it_compensation_wages,bCorp_ia_workers_it_engagement_satisfaction,bCorp_ia_workers_it_financial_security,bCorp_ia_workers_it_health_wellness_safety,bCorp_ia_workers_it_job_flexibility_corporate_culture,bCorp_ia_workers_it_management_worker_communication,bCorp_ia_workers_it_occupational_health_safety,bCorp_ia_workers_it_training_education,bCorp_ia_workers_it_worker_owned,bCorp_ia_workers_it_worker_ownership,bCorp_ia_workers_it_workforce_development
11510,Keap,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,
11511,ALL GREEN RECYCLING INC.,1,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,1,,,,,,,,,,1,1,,1,
11512,Whiteboard Network LLC,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,
11513,Social Impact Strategies Group,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
11514,CohenTaylor,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
11515,Guild Education,1,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,
11517,OTA Franchise Corporation,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,
11518,Mulanje Tea Imports,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11519,ZEGO LLC,1,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,
11520,Public News Service,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
11521,"Skelly Lives, Inc. dba Kozm",,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
11522,Verdical Group,1,,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11523,Next Door Photos,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
11525,"Etho Capital, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
11526,3 Phases Renewables,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,1,,,,,1,,1,,1,
11527,Mascoma Bank,1,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11529,Floyd Snider,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11530,"Y8 STUDIO, Inc.",1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,1,1,,,,1,,,,,,,,,,,,,,,
11531,The Good,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11532,"Broughton Consulting, LLC",1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11533,humbition,1,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,1,,,,,1,,1,,1,
11535,GoodPop,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,
11538,Patton Valley Vineyard,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,
11539,Northeast Solar Design Associates,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,
11540,Seal the Seasons Inc,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,
11541,Ecotone Analytics GBC,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
11542,UpDIG,,,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11543,"Giving Assistant, Inc.",1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11544,Ecodeo,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
11545,Shadow,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11547,"Brains On Fire, Inc.",1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,,,,,,,,
11548,Element Five,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
11549,"Artisan Dental, LLC",1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,
11550,"Arcadia Technology, Inc.",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
11551,Where There Be Dragons,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,
11552,CSMlearn,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
11553,Greenprint Partners,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,
11554,MACKEY,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,1,,1,,1,
11555,"WholeTrees, LLC",,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
11556,"City First Bank, N.A.",1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,
11557,Visit.org,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
11558,Accompany,1,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11560,Work Wisdom LLC,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
11561,Rachio,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,
11562,BlueWave Solar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,1,1,1,,,,,,,
11563,Neighborhood Sun,1,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,1,,,,,1,,,,,,,,
11564,Walden Local Meat,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,
11565,fitppl,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
11566,3x5 Partners,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11567,Wanderwell,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
11568,Valor CSR,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,EPOCH PI,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,1,
11571,Uncommon Cacao,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,
11572,Russell Herder,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,
11573,Scratch and Peck Feeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,
11574,Green Hammer,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,,,,1,,,,,1,,1,,1,,,1,1,,,,,,,
11575,XPLANE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11577,Creative Chi Inc,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11578,Modern Energy,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11579,Green Commuter,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,1,,1,,1,
11580,AeroFarms,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,
11581,Metis Consulting Group,1,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,1
11582,"MERGE4 Mfg, Inc.",1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11583,Scream Agency,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,
11584,"Taos Ski Valley, Inc.",1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
11585,"Capital Plus Financial, LLC",1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,
11586,Vivid Story,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11587,She+ Geeks Out,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11588,"Geneva Global, Inc.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11589,Nectar Consulting Inc,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,
11592,Global Works,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
11593,Beta Bionics,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,
11594,Revelry Group,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,
11595,"Modernist Financial, LLC",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11596,Brink Communications,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,,
11597,Cafe Campesino and Sweetwater Organic Coffee,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
11599,BSW Wealth Partners,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11601,Orchestrate Technologies,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,
11602,Pacific Collective Real Estate,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
11603,Amalgamated Bank,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,1,1,,1,,,
11605,Pause i/O,1,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,
11606,Permanente Dental Associates PC,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,
11607,PowerDash Inc.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
11608,"Headframe Spirits, Inc.",1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,1,,,
11609,"Lactalis US Yogurt, Inc. d/b/a Stonyfield Farm, Inc.",1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,1,,1,,,,,,1,1,,,
11610,Clover Sonoma,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,
11611,VPL,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,,1,,1,,1,
11612,"North, Inc.",1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11613,Conscience Bay Company LLC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,
11614,CoLab Cooperative,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
11615,"Allbirds, Inc.",1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,,,,,,,,,1,,,,1,1,,,,,,,,
11616,ResolutionCare,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,
11617,"Mac's List, Inc.",,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,,
11618,Palto,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,,,,,,,,,,,,,
11619,ROAR for Good LLC,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,
11621,"Thrive Farmers International, Inc.",1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11623,"Imago, LLC",,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11624,Bluestone Life,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
11625,"Better World Club, Inc.",1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
11626,Sierra Sage Herbs LLC - Green Goo,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,,1,,1,,1,
11627,"Daycos, Inc",1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11628,Noonday Collection,1,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,1,,,,,,1,,,,,,
11629,"Facilities Management Services, Inc.",1,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
11630,IN GOOD CO,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
11631,Mangrove Web Development,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,
11632,Flowers for Dreams,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11633,"data.world, Inc.",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11636,"Boomerang Information Services, Inc.",1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11637,Houwzer,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
11638,Seams To Fit,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,
11640,Techstars,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11641,"Transcend, The Fearless Company",1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,
11642,OlyKraut,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,
11643,Northwest Permanente,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,1,1,
11644,Black Fox Philanthropy LLC,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,
11645,Colibri Digital Marketing,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11646,Leesa Sleep,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,1,,,,,1,
11647,"Ripple Foods, PBC",1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,1,,1,,1,,1,,,,,,1,,,1,
11648,Two Dudes Painting Company,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,1,,,1,,,
11649,American College of Education,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,
11650,Habitus Incorporated,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,
11651,"The Zen Life Center, Inc.",1,,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,
11652,Kosmenko & Co.,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11653,North Coast Organics,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
11654,"Lemonade, Inc.",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11655,American College of Healthcare Sciences,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
11656,LineSync Architecture,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,1,,,,1,
11658,Happy Dirt,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,
