legacyId,companyName,bCorp_ia_community_it_civic_engagement_giving,bCorp_ia_community_it_designed_to_give,bCorp_ia_community_ia_community_it_diversity_equity_inclusion,bCorp_ia_community_it_diversity_inclusion,bCorp_ia_community_it_economic_impact,bCorp_ia_community_it_job_creation,bCorp_ia_community_it_local_economic_development,bCorp_ia_community_it_local_involvement,bCorp_ia_community_it_microdistribution_poverty_alleviation,bCorp_ia_community_it_producer_cooperative,bCorp_ia_community_it_suppliers_distributors_product,bCorp_ia_community_it_supply_chain_management,bCorp_ia_community_it_supply_chain_poverty_alleviation,bCorp_ia_customers_it_arts_media_culture,bCorp_ia_customers_it_basic_services_for_the_underserved,bCorp_ia_customers_it_business_model_and_engagement,bCorp_ia_customers_it_capacity_building,bCorp_ia_customers_it_current_fund,bCorp_ia_customers_it_customer_stewardship,bCorp_ia_customers_it_economic_empowerment_for_the_underserved,bCorp_ia_customers_it_education,bCorp_ia_customers_it_educational_outcomes,bCorp_ia_customers_it_fund_governance,bCorp_ia_customers_it_health_wellness_improvement,bCorp_ia_customers_it_impact_improvement,bCorp_ia_customers_it_improved_impact,bCorp_ia_customers_it_infrastructure_market_access_building,bCorp_ia_customers_it_investment_criteria,bCorp_ia_customers_it_leadership_outreach,bCorp_ia_customers_it_mission_lock,bCorp_ia_customers_it_past_performance,bCorp_ia_customers_it_portfolio_management,bCorp_ia_customers_it_portfolio_reporting,bCorp_ia_customers_it_positive_impact,bCorp_ia_customers_it_privacy_and_consumer_protection,bCorp_ia_customers_it_quality_and_continuous_improvement,bCorp_ia_customers_it_serving_in_need_populations,bCorp_ia_customers_it_serving_underserved_populations_direct_,bCorp_ia_customers_it_support_for_underserved_purpose_driven_enterprises,bCorp_ia_customers_it_targeted_for_investment,bCorp_ia_environment_it_air_climate,bCorp_ia_environment_it_certification,bCorp_ia_environment_it_community,bCorp_ia_environment_it_designed_to_conserve_manufacturing_process,bCorp_ia_environment_it_environmental_education_information,bCorp_ia_environment_it_environmental_management,bCorp_ia_environment_it_environmentally_innovative_manufacturing_process,bCorp_ia_environment_it_environmentally_innovative_wholesale_process,bCorp_ia_environment_it_green_lending,bCorp_ia_environment_it_inputs,bCorp_ia_environment_it_land_life,bCorp_ia_environment_it_land_office_plant,bCorp_ia_environment_it_land_wildlife_conservation,bCorp_ia_environment_it_material_energy_use,bCorp_ia_environment_it_materials_codes,bCorp_ia_environment_it_outputs,bCorp_ia_environment_it_renewable_or_cleaner_burning_energy,bCorp_ia_environment_it_resource_conservation,bCorp_ia_environment_it_toxin_reduction_remediation,bCorp_ia_environment_it_training_collaboration,bCorp_ia_environment_it_transportation_distribution_suppliers,bCorp_ia_environment_it_water,bCorp_ia_workers_it_worker_benefits,bCorp_ia_workers_it_career_development,bCorp_ia_workers_it_compensation_wages,bCorp_ia_workers_it_engagement_satisfaction,bCorp_ia_workers_it_financial_security,bCorp_ia_workers_it_health_wellness_safety,bCorp_ia_workers_it_job_flexibility_corporate_culture,bCorp_ia_workers_it_management_worker_communication,bCorp_ia_workers_it_occupational_health_safety,bCorp_ia_workers_it_training_education,bCorp_ia_workers_it_worker_owned,bCorp_ia_workers_it_worker_ownership,bCorp_ia_workers_it_workforce_development
16621,Abel & Cole,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,1,,1,,,,,,,
16622,Abundance Investment,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,1,,1,
16623,Accept & Proceed,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,
16624,Adam Smith International,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,1,
16625,Addvert,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
16626,ADLIB,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
16627,AKO Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16628,All Market Europe Ltd,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,1,,1,1,,1,
16629,allplants,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16630,Alpkit,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
16631,Altor Wealth Management LLP,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
16632,amamus Ltd,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,
16633,Amber,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,
16634,Ananas Anam,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,
16635,And Rising,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,
16636,Anglia Print,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16638,Apolitical Group Limited,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,
16639,Arisaig Partners,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
16640,ARK coworking,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,
16641,Aromatherapy Associates,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
16642,Artfinder,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,1,
16643,Articulate Marketing,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,
16644,Atlas Responsible Investors,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
16645,Bates Wells,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16647,Be Inspired Films,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,
16648,Beauty Kitchen UK Ltd,1,1,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,1,,1,,,,,,,
16649,BecomingX,1,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
16650,Bemari Ltd,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16651,Beryl,1,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,1,
16652,Bethnal Green Ventures,,,1,,1,,,,,,,,,,,,1,1,1,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,
16653,Beyond Governance Limited,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,
16654,Beyond Green,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
16655,Big Clean Switch,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16656,Bighams,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
16657,Bikmo Limited,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,1,
16658,bio-bean Limited,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,1,,,,,1,1,,,,,,,
16659,Bird,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
16660,BIRDIE CARE SERVICES LIMITED,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,
16661,Bitjam Ltd,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
16662,blonde gone rogue,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
16663,Blue Tit,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
16664,Borough Broth Company Limited,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,1,,,,,,,
16665,Boutique Modern Ltd.,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
16666,Brew Tea Company,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,1,,1,,,,,,,,1,,,,
16668,Brewgooder,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,1,,,,,
16669,Bridges Fund Management,1,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,,1,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16670,Brink,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,
16671,BritainThinks,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,1,,
16672,Bruichladdich Distillery Co. Ltd,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
16673,Bubble Chamber CIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
16674,Builders Union,1,,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,
16675,Bulb,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,,,,,1,,,,1,
16677,Business West,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
16678,C Level,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16679,Cafédirect PLC,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,
16680,Callaly,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,1,,1,,,,,,,
16681,Camden Town Brewery,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
16682,Campion Capital,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16684,Carbon Gold Ltd,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,,,,,,1,,,1,,,,,,,,,,,,,
16685,Careershifters,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
16686,Cause4,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
16687,Centor Insurance and Risk Management Ltd,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,,
16688,Cervest Limited,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,
16689,Charity Bank,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,1,1,,1,,,
16690,Choose a Challenge,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
16691,ClearlySo Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,
16692,ClimateCare,1,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,,,,1,1,,,,1,
16693,Coaltown Limited,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16694,Coffee and TV Limited,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,1,1,1,,,,,,,
16695,Connected Asset Management,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,
16696,Considerate Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,
16697,Contexis Ltd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,1,,1,
16698,Cook Trading Ltd,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
16699,Cotswold Fayre Ltd,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
16700,Coutts & Company,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
16701,D.R.WAKEFIELD & COMPANY LIMITED,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
16702,Dai,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16703,DAME.,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,,1,,,,,
16704,Danone UK,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
16705,Danone Waters UK & Ireland,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
16706,Dark Woods Coffee ltd,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16707,Dash Water,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
16708,Dear Green Coffee Roasters,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16709,Divine Chocolate Ltd,1,1,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
16710,Do Nation,,,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
16711,Doisy & Dam Limited,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,
16712,Don't Cry Wolf,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,1,,1,
16713,Double Retail,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16714,Dr. Will's,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
16715,DUPE VFX,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
16716,E Co.,,,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
16717,E.C.One,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
16719,Easthall Farm at St Pauls Walden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,
16720,Eco Union,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,
16721,Ecosphere+,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,1,,,,,1,,,,,
16722,Ecosurety,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,,,,,,,
16724,Egremont Group,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16725,ELE Global,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16726,Ella's Kitchen UK,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,1,,1,,,,,,,
16727,EllisKnight International Recruitment,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,
16728,Elvis & Kresse,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,,,1,,,,,1,,,,,,,,1
16729,Endzone.io Ltd t/a HappyPorch,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,
16730,Engage Interactive,1,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16731,Envopap,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,1,,1,,1,,,,,,,,,
16732,eOffice,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
16733,Epicurean Dairy UK Ltd - The Collective UK,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
16734,EQ Investors Group Limited,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,
16735,Escape the City,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
16736,Ethical Angel,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
16737,Evergreen Life,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,
16738,Fat Beehive,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,,,,,,,
16739,Fenton,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,
16740,Fifty Eight,1,,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1
16741,Finisterre,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
16742,First Wealth (London) Limited,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,
16743,Flawsome Brands LTD,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
16744,Flooglebinder,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16745,Flower of Life Ltd - Equinox Kombucha,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,
16746,Fluid Branding,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,,,,,1,1,,1,,1,
16747,Fluid IT,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,1
16748,FORE Advisors LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,,1,,,,,,1,,1,,,,,1,,,,,,,,
16749,Form,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,
16750,Forster Communications,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
16751,Framework Training Limited,,,1,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16752,Freeformers Holdings Limited,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
16753,Freestar Drinks Ltd,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
16754,Freud Communications Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
16755,FUEL10K Ltd,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
16756,Full Steam Espresso Limited (T/A Volcano Coffee Works & Assembly Coffee),,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
16757,Full Stop Accounts,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,
