companyId,companyName,dataSourceId,dataSourceName,action,expiration,value,isPrimary,primaryReplacementDataSourceId
621b99f65f87e75f53661595,Post-it,629bd92427ab53e0fa4e5afb,justCapital_metric_Sustainable Products and Services,UPDATE,,,TRUE,
621b99f65f87e75f53661599,Nexcare,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
621b99f65f87e75f5366159d,3M Bair Hugger,629bd92427ab53e0fa4e5ad7,justCapital_metric_Supplier Requirements on Labor & Human Rights,UPDATE,,,TRUE,
621b99f65f87e75f536615a9,Scotch Painter's Tape,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
621b99f65f87e75f536615b9,3M Littmann Stethoscopes,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
621b99f65f87e75f536615c1,U.S. Smokeless Tobacco Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99f65f87e75f536615c5,Philip Morris USA,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99f65f87e75f536615cd,John Middleton,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99f65f87e75f536615d1,Ste. Michelle Wine Estates,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99f65f87e75f536615d5,Juul,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99f65f87e75f536615dd,CRONOS,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99f65f87e75f536615e5,Abinbev,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
624c69761ccf825229d24c58,Linde plc,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
624c69781ccf825229d24d5d,Regeneron Pharmaceuticals,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
624c697c1ccf825229d24f25,Kirkland Signature,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
624c697c1ccf825229d24f37,MinuteClinic,629bd92327ab53e0fa4e5acb,justCapital_metric_Workforce Demographics,UPDATE,,,TRUE,
624c697c1ccf825229d24f3a,Wellpartner,629bd92327ab53e0fa4e5acb,justCapital_metric_Workforce Demographics,UPDATE,,,TRUE,
624c697c1ccf825229d24f52,Accordant,629bd92327ab53e0fa4e5acb,justCapital_metric_Workforce Demographics,UPDATE,,,TRUE,
624c697c1ccf825229d24f58,Coram,629bd92327ab53e0fa4e5acb,justCapital_metric_Workforce Demographics,UPDATE,,,TRUE,
624c697c1ccf825229d24f61,Omnicare,629bd92327ab53e0fa4e5acb,justCapital_metric_Workforce Demographics,UPDATE,,,TRUE,
624c697e1ccf825229d2502d,Ralph's,629bd92327ab53e0fa4e5ac5,justCapital_metric_Work-Life Balance,UPDATE,,,TRUE,
624c697f1ccf825229d25069,Art Class,629bd92327ab53e0fa4e5ac5,justCapital_metric_Work-Life Balance,UPDATE,,,TRUE,
